# output_current.csv run at 2000-01-01 00:00:00 EST on 683 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
R5-12-47-1_tl_37,43.883794,-28.608501,-43.883794,28.608501,-0.000000,-0.000000
R5-12-47-1_tl_38,-9.758956,-5.819686,9.758956,5.819686,-0.000000,0.000000
R5-12-47-1_tl_39,-0.060834,11.492296,0.060834,-11.492296,0.000000,-0.000000
R5-12-47-1_tl_40,-236.538896,-132.799986,236.538896,132.799986,0.000000,0.000000
R5-12-47-1_tl_41,-0.561075,124.439984,0.561075,-124.439984,-0.000000,0.000000
R5-12-47-1_tl_42,187.144346,-110.676444,-187.144346,110.676444,-0.000000,-0.000000
R5-12-47-1_tl_43,158.413709,-85.681505,-158.413709,85.681505,-0.000000,-0.000000
R5-12-47-1_tl_44,-9.621416,-5.832806,9.621416,5.832806,0.000000,-0.000000
R5-12-47-1_tl_45,-0.121933,11.361779,0.121933,-11.361779,-0.000000,0.000000
R5-12-47-1_tl_46,348.201237,-185.613550,-348.201237,185.613550,-0.000000,0.000000
R5-12-47-1_tl_47,-1.148901,48.808772,1.148901,-48.808772,0.000000,-0.000000
R5-12-47-1_tl_48,-8.512429,302.093129,8.512429,-302.093129,0.000000,0.000000
R5-12-47-1_tl_49,270.637355,-145.749201,-270.637355,145.749201,0.000000,0.000000
R5-12-47-1_tl_50,219.180246,-143.904494,-219.180246,143.904494,0.000000,-0.000000
R5-12-47-1_tl_51,-23.024313,-34.480166,23.024313,34.480166,-0.000000,-0.000000
R5-12-47-1_tl_52,-0.084424,11.428984,0.084424,-11.428984,0.000000,0.000000
R5-12-47-1_tl_53,-3.118099,136.776599,3.118099,-136.776599,0.000000,-0.000000
R5-12-47-1_tl_54,-307.341637,-178.254884,307.341637,178.254884,0.000000,-0.000000
R5-12-47-1_tl_55,-173.081814,-103.381541,173.081814,103.381541,-0.000000,-0.000000
R5-12-47-1_tl_56,51.972077,-27.215340,-51.972077,27.215340,0.000000,0.000000
R5-12-47-1_tl_57,9.745220,-5.239439,-9.745220,5.239439,-0.000000,-0.000000
R5-12-47-1_tl_58,-9.418038,-5.857042,9.418038,5.857042,-0.000000,0.000000
R5-12-47-1_tl_59,0.622550,74.259253,-0.622550,-74.259253,-0.000000,-0.000000
R5-12-47-1_tl_60,9.741535,-5.219837,-9.741535,5.219837,-0.000000,0.000000
R5-12-47-1_tl_61,-9.398088,-5.858581,9.398088,5.858581,0.000000,-0.000000
R5-12-47-1_tl_62,-14.215065,291.833057,14.215065,-291.833057,-0.000000,0.000000
R5-12-47-1_tl_63,-120.566358,-68.802374,120.566358,68.802374,-0.000000,0.000000
R5-12-47-1_tl_64,-98.131098,-55.341873,98.131098,55.341873,0.000000,0.000000
R5-12-47-1_tl_65,205.813235,-116.874818,-205.813235,116.874818,0.000000,0.000000
R5-12-47-1_tl_66,-205.950961,-115.851956,205.950961,115.851956,0.000000,0.000000
R5-12-47-1_tl_67,3.923373,206.759977,-3.923373,-206.759977,-0.000000,-0.000000
R5-12-47-1_tl_68,2.707495,136.400232,-2.707495,-136.400232,-0.000000,-0.000000
R5-12-47-1_tl_69,-5.446326,132.323661,5.446326,-132.323661,0.000000,-0.000000
R5-12-47-1_tl_70,8.323986,-0.541392,-8.323986,0.541392,-0.000000,-0.000000
R5-12-47-1_tl_71,6.417957,129.597063,-6.417957,-129.597063,0.000000,0.000000
R5-12-47-1_tl_72,72.811001,-43.288526,-72.811001,43.288526,-0.000000,0.000000
R5-12-47-1_tl_73,219.951279,-133.610690,-219.951279,133.610690,-0.000000,0.000000
R5-12-47-1_tl_74,-1.501944,-2.507154,1.501944,2.507154,0.000000,-0.000000
R5-12-47-1_tl_75,361.325194,-215.158200,-361.325194,215.158200,-0.000000,-0.000000
R5-12-47-1_tl_76,6.148146,269.679063,-6.148146,-269.679063,0.000000,-0.000000
R5-12-47-1_tl_77,8.435283,359.249430,-8.435283,-359.249430,0.000000,-0.000000
R5-12-47-1_tl_78,8.480778,-0.632273,-8.480778,0.632273,-0.000000,-0.000000
R5-12-47-1_tl_79,-9.621484,-5.832870,9.621484,5.832870,0.000000,-0.000000
R5-12-47-1_tl_80,3.578074,95.857995,-3.578074,-95.857995,0.000000,-0.000000
R5-12-47-1_tl_81,-0.309567,107.712827,0.309567,-107.712827,0.000000,0.000000
R5-12-47-1_tl_82,-251.679597,-139.887244,251.679597,139.887244,-0.000000,0.000000
R5-12-47-1_tl_83,4.654816,218.891866,-4.654816,-218.891866,0.000000,0.000000
R5-12-47-1_tl_84,3.763030,193.818926,-3.763030,-193.818926,0.000000,-0.000000
R5-12-47-1_tl_85,7.983658,326.341568,-7.983658,-326.341568,-0.000000,0.000000
R5-12-47-1_tl_86,6.840857,237.438659,-6.840857,-237.438659,0.000000,0.000000
R5-12-47-1_tl_87,35.930254,-3.608750,-35.930254,3.608750,-0.000000,-0.000000
R5-12-47-1_tl_88,-9.563630,-5.843118,9.563630,5.843118,0.000000,-0.000000
R5-12-47-1_tl_89,20.331208,178.394632,-20.331208,-178.394632,-0.000000,0.000000
R5-12-47-1_tl_90,-435.174613,-240.234920,435.174613,240.234920,-0.000000,0.000000
R5-12-47-1_tl_91,-105.567536,-59.410327,105.567536,59.410327,-0.000000,-0.000000
R5-12-47-1_tl_92,9.754107,-5.284320,-9.754107,5.284320,-0.000000,-0.000000
R5-12-47-1_tl_93,-77.390596,-44.048784,77.390596,44.048784,-0.000000,0.000000
R5-12-47-1_tl_94,-0.268647,11.187247,0.268647,-11.187247,-0.000000,0.000000
R5-12-47-1_tl_95,9.842303,-5.567676,-9.842303,5.567676,-0.000000,-0.000000
R5-12-47-1_tl_96,-16.544890,-10.296159,16.544890,10.296159,0.000000,-0.000000
R5-12-47-1_tl_97,-0.756223,33.095641,0.756223,-33.095641,-0.000000,-0.000000
R5-12-47-1_tl_98,9.733205,-5.181207,-9.733205,5.181207,0.000000,-0.000000
R5-12-47-1_tl_99,-9.353824,-5.862109,9.353824,5.862109,0.000000,0.000000
R5-12-47-1_tl_100,-15.528406,303.991523,15.528406,-303.991523,-0.000000,0.000000
R5-12-47-1_tl_101,9.260323,348.149197,-9.260323,-348.149197,0.000000,0.000000
R5-12-47-1_tl_102,-194.728454,-124.649448,194.728454,124.649448,0.000000,0.000000
R5-12-47-1_tl_103,-137.601859,-85.414115,137.601859,85.414115,-0.000000,0.000000
R5-12-47-1_tl_104,8.659808,280.709130,-8.659808,-280.709130,0.000000,-0.000000
R5-12-47-1_tl_105,12.103396,374.519641,-12.103396,-374.519641,-0.000000,0.000000
R5-12-47-1_tl_106,1.499622,229.254309,-1.499622,-229.254309,0.000000,-0.000000
R5-12-47-1_tl_107,167.809120,-96.418466,-167.809120,96.418466,-0.000000,-0.000000
R5-12-47-1_tl_108,-9.647192,-5.825534,9.647192,5.825534,-0.000000,-0.000000
R5-12-47-1_tl_109,-0.106015,11.382661,0.106015,-11.382661,-0.000000,0.000000
R5-12-47-1_tl_110,4.931192,-2.475817,-4.931192,2.475817,-0.000000,-0.000000
R5-12-47-1_tl_111,-9.772815,-5.826238,9.772815,5.826238,-0.000000,0.000000
R5-12-47-1_tl_112,0.769705,1.143622,-0.769705,-1.143622,0.000000,-0.000000
R5-12-47-1_tl_113,57.206192,-31.309666,-57.206192,31.309666,-0.000000,-0.000000
R5-12-47-1_tl_114,-55.605038,-34.325303,55.605038,34.325303,-0.000000,-0.000000
R5-12-47-1_tl_115,-1.360753,66.078145,1.360753,-66.078145,0.000000,-0.000000
R5-12-47-1_tl_116,-169.589730,-108.158695,169.589730,108.158695,-0.000000,0.000000
R5-12-47-1_tl_117,-199.340751,-113.756154,199.340751,113.756154,0.000000,0.000000
R5-12-47-1_tl_118,-115.048349,-68.121549,115.048349,68.121549,-0.000000,-0.000000
R5-12-47-1_tl_119,-182.602930,-104.469744,182.602930,104.469744,-0.000000,-0.000000
R5-12-47-1_tl_120,-145.177030,-82.544094,145.177030,82.544094,0.000000,-0.000000
R5-12-47-1_tl_121,3.346198,333.622109,-3.346198,-333.622109,0.000000,-0.000000
R5-12-47-1_tl_122,-138.637887,-78.904947,138.637887,78.904947,0.000000,-0.000000
R5-12-47-1_tl_123,-116.140760,-66.138607,116.140760,66.138607,0.000000,0.000000
R5-12-47-1_tl_124,141.708723,-84.826637,-141.708723,84.826637,0.000000,0.000000
R5-12-47-1_tl_125,304.928374,-182.472046,-304.928374,182.472046,-0.000000,-0.000000
R5-12-47-1_tl_126,224.807311,-129.271710,-224.807311,129.271710,0.000000,-0.000000
R5-12-47-1_tl_127,165.908213,-97.833750,-165.908213,97.833750,-0.000000,0.000000
R5-12-47-1_tl_128,143.308739,-85.113924,-143.308739,85.113924,0.000000,0.000000
R5-12-47-1_tl_129,-0.269564,11.187600,0.269564,-11.187600,0.000000,-0.000000
R5-12-47-1_tl_130,92.922236,-54.879265,-92.922236,54.879265,-0.000000,0.000000
R5-12-47-1_tl_131,-0.268690,11.187263,0.268690,-11.187263,0.000000,-0.000000
R5-12-47-1_tl_132,1.977833,115.826181,-1.977833,-115.826181,0.000000,0.000000
R5-12-47-1_tl_133,2.922686,159.890695,-2.922686,-159.890695,0.000000,-0.000000
R5-12-47-1_tl_134,-1.061710,80.553677,1.061710,-80.553677,0.000000,0.000000
R5-12-47-1_tl_135,3.316100,217.413138,-3.316100,-217.413138,-0.000000,0.000000
R5-12-47-1_tl_136,-157.553838,-89.351749,157.553838,89.351749,-0.000000,0.000000
R5-12-47-1_tl_137,-475.783779,-264.245040,475.783779,264.245040,0.000000,-0.000000
R5-12-47-1_tl_138,-147.662417,-83.246161,147.662417,83.246161,0.000000,-0.000000
R5-12-47-1_tl_139,-112.170487,-63.257611,112.170487,63.257611,-0.000000,0.000000
R5-12-47-1_tl_140,-9.513280,-5.853369,9.513280,5.853369,0.000000,0.000000
R5-12-47-1_tl_141,6.917228,311.402546,-6.917228,-311.402546,0.000000,-0.000000
R5-12-47-1_tl_142,-9.511867,-5.852327,9.511867,5.852327,-0.000000,0.000000
R5-12-47-1_tl_143,4.695786,242.315886,-4.695786,-242.315886,-0.000000,0.000000
R5-12-47-1_tl_144,175.389456,-104.345454,-175.389456,104.345454,0.000000,0.000000
R5-12-47-1_tl_145,-11.758368,0.601401,11.758368,-0.601401,0.000000,-0.000000
R5-12-47-1_tl_146,-1.785493,205.180805,1.785493,-205.180805,-0.000000,0.000000
R5-12-47-1_tl_147,-207.538915,-117.142340,207.538915,117.142340,-0.000000,0.000000
R5-12-47-1_tl_148,-0.220659,11.241837,0.220659,-11.241837,-0.000000,0.000000
R5-12-47-1_tl_149,5.076689,256.101558,-5.076689,-256.101558,0.000000,-0.000000
R5-12-47-1_tl_150,5.181127,299.616295,-5.181127,-299.616295,-0.000000,-0.000000
R5-12-47-1_tl_151,1.247966,78.057189,-1.247966,-78.057189,0.000000,0.000000
R5-12-47-1_tl_152,4.543207,226.181004,-4.543207,-226.181004,-0.000000,0.000000
R5-12-47-1_tl_153,143.083298,-86.233412,-143.083298,86.233412,-0.000000,0.000000
R5-12-47-1_tl_154,77.579854,-46.021179,-77.579854,46.021179,0.000000,-0.000000
R5-12-47-1_tl_155,438.707767,-263.395683,-438.707767,263.395683,-0.000000,-0.000000
R5-12-47-1_tl_156,-0.864500,-1.446503,0.864500,1.446503,0.000000,-0.000000
R5-12-47-1_tl_157,95.651862,-57.087676,-95.651862,57.087676,0.000000,0.000000
R5-12-47-1_tl_158,191.965403,-115.305732,-191.965403,115.305732,-0.000000,0.000000
R5-12-47-1_tl_159,117.554054,-70.535864,-117.554054,70.535864,-0.000000,0.000000
R5-12-47-1_tl_160,415.692217,-252.301473,-415.692217,252.301473,-0.000000,-0.000000
R5-12-47-1_tl_161,9.182556,349.947357,-9.182556,-349.947357,-0.000000,0.000000
R5-12-47-1_tl_162,7.265150,286.451506,-7.265150,-286.451506,-0.000000,0.000000
R5-12-47-1_tl_163,3.380017,290.391769,-3.380017,-290.391769,0.000000,0.000000
R5-12-47-1_tl_164,0.827931,238.289255,-0.827931,-238.289255,-0.000000,0.000000
R5-12-47-1_tl_165,-190.759021,-108.034254,190.759021,108.034254,0.000000,0.000000
R5-12-47-1_tl_166,169.358172,-100.263956,-169.358172,100.263956,-0.000000,-0.000000
R5-12-47-1_tl_167,111.150471,-66.301371,-111.150471,66.301371,-0.000000,-0.000000
R5-12-47-1_tl_168,112.476037,-67.241860,-112.476037,67.241860,-0.000000,-0.000000
R5-12-47-1_tl_169,-163.583509,-92.336196,163.583509,92.336196,-0.000000,-0.000000
R5-12-47-1_tl_170,-71.008770,-40.140835,71.008770,40.140835,-0.000000,0.000000
R5-12-47-1_tl_171,-167.332826,-95.782727,167.332826,95.782727,-0.000000,0.000000
R5-12-47-1_tl_172,-201.285803,-113.412344,201.285803,113.412344,-0.000000,-0.000000
R5-12-47-1_tl_173,-184.097786,-103.783254,184.097786,103.783254,0.000000,0.000000
R5-12-47-1_tl_174,4.359468,217.986615,-4.359468,-217.986615,0.000000,-0.000000
R5-12-47-1_tl_175,4.132041,212.880806,-4.132041,-212.880806,0.000000,-0.000000
R5-12-47-1_tl_176,3.735622,191.581348,-3.735622,-191.581348,-0.000000,0.000000
R5-12-47-1_tl_177,2.738927,189.243301,-2.738927,-189.243301,0.000000,-0.000000
R5-12-47-1_tl_178,-111.416610,-62.121667,111.416610,62.121667,-0.000000,-0.000000
R5-12-47-1_tl_179,9.616836,390.348223,-9.616836,-390.348223,0.000000,-0.000000
R5-12-47-1_tl_180,-353.508242,-199.128581,353.508242,199.128581,0.000000,0.000000
R5-12-47-1_tl_181,4.482182,209.297682,-4.482182,-209.297682,0.000000,-0.000000
R5-12-47-1_tl_182,-170.183802,-95.485132,170.183802,95.485132,-0.000000,0.000000
R5-12-47-1_tl_183,9.801115,-5.488168,-9.801115,5.488168,0.000000,0.000000
R5-12-47-1_tl_184,-198.396677,-105.265270,198.396677,105.265270,-0.000000,0.000000
R5-12-47-1_tl_185,-0.100339,11.391587,0.100339,-11.391587,-0.000000,0.000000
R5-12-47-1_reg_1,400.449037,-260.135089,-456.345355,-237.802788,43.807759,630.329658
R5-12-47-1_xfmr_1,0.000000,0.000000,0.000000,0.000000,0.254087,7.550193
R5-12-47-1_xfmr_2,0.000000,0.000000,0.000000,0.000000,0.037635,1.217996
R5-12-47-1_xfmr_3,0.000000,0.000000,-7.274190,-3.942703,0.000000,0.000000
R5-12-47-1_xfmr_4,0.000000,0.000000,-8.316470,-4.564523,0.000000,0.000000
R5-12-47-1_xfmr_5,0.000000,0.000000,0.000000,0.000000,0.008824,0.353328
R5-12-47-1_xfmr_6,0.000000,0.000000,0.000000,0.000000,0.336657,10.434496
R5-12-47-1_xfmr_7,0.298423,-0.176702,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_8,0.000000,0.000000,-0.302184,-0.170769,0.000000,0.000000
R5-12-47-1_xfmr_9,0.000000,0.000000,0.000000,0.000000,0.071323,5.769103
R5-12-47-1_xfmr_10,0.000000,0.000000,-6.928564,-3.874445,0.000000,0.000000
R5-12-47-1_xfmr_11,0.298335,-0.176074,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_12,0.000000,0.000000,-0.301486,-0.170823,0.000000,0.000000
R5-12-47-1_xfmr_13,0.000000,0.000000,0.000000,0.000000,0.101988,9.059301
R5-12-47-1_xfmr_14,0.000000,0.000000,0.000000,0.000000,0.068038,3.434579
R5-12-47-1_xfmr_15,0.000000,0.000000,0.000000,0.000000,0.184046,7.906641
R5-12-47-1_xfmr_16,0.298210,-0.175200,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_17,0.000000,0.000000,-0.300481,-0.170894,0.000000,0.000000
R5-12-47-1_xfmr_18,0.000000,0.000000,0.000000,0.000000,-0.002111,5.816798
R5-12-47-1_xfmr_19,0.299863,-0.185580,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_20,0.000000,0.000000,-8.902612,-5.212138,0.000000,0.000000
R5-12-47-1_xfmr_21,0.000000,0.000000,0.000000,0.000000,0.012168,0.357033
R5-12-47-1_xfmr_22,0.000000,0.000000,-1.950935,-2.635765,0.000000,0.000000
R5-12-47-1_xfmr_23,0.299708,-0.185021,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_24,0.000000,0.000000,-0.310319,-0.169577,0.000000,0.000000
R5-12-47-1_xfmr_25,0.000000,0.000000,0.000000,0.000000,0.008551,7.897452
R5-12-47-1_xfmr_26,0.299421,-0.183609,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_27,0.000000,0.000000,-0.309064,-0.169889,0.000000,0.000000
R5-12-47-1_xfmr_28,0.000000,0.000000,0.000000,0.000000,0.098613,2.140143
R5-12-47-1_xfmr_29,0.000000,0.000000,0.000000,0.000000,0.321712,8.296111
R5-12-47-1_xfmr_30,6.615977,-3.887396,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_31,0.000000,0.000000,-0.310785,-0.169427,0.000000,0.000000
R5-12-47-1_xfmr_32,0.000000,0.000000,0.000000,0.000000,0.012148,0.357028
R5-12-47-1_xfmr_33,0.299937,-0.185889,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_34,0.000000,0.000000,-1.231730,-0.644444,0.000000,0.000000
R5-12-47-1_xfmr_35,0.000000,0.000000,0.000000,0.000000,0.012305,0.357241
R5-12-47-1_xfmr_36,9.154323,-5.696685,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_37,1.330524,-0.907401,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_38,0.000000,0.000000,-0.313981,-0.169177,0.000000,0.000000
R5-12-47-1_xfmr_39,0.000000,0.000000,0.000000,0.000000,0.013435,0.360152
R5-12-47-1_xfmr_40,0.000000,0.000000,-7.299681,-3.949106,0.000000,0.000000
R5-12-47-1_xfmr_41,0.000000,0.000000,0.000000,0.000000,0.042486,3.803941
R5-12-47-1_xfmr_42,5.671364,-3.470810,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_43,4.804549,-2.717614,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_44,0.000000,0.000000,-0.310079,-0.169661,0.000000,0.000000
R5-12-47-1_xfmr_45,0.000000,0.000000,0.000000,0.000000,0.011690,0.356465
R5-12-47-1_xfmr_46,10.549465,-5.928579,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_47,0.000000,0.000000,0.000000,0.000000,0.000486,1.500477
R5-12-47-1_xfmr_48,0.000000,0.000000,0.000000,0.000000,-0.124780,9.219626
R5-12-47-1_xfmr_49,8.191465,-4.566442,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_50,6.633167,-4.469731,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_51,0.000000,0.000000,-0.738087,-1.023353,0.000000,0.000000
R5-12-47-1_xfmr_52,0.000000,0.000000,0.000000,0.000000,0.012778,0.358354
R5-12-47-1_xfmr_53,0.000000,0.000000,0.000000,0.000000,-0.034716,4.173528
R5-12-47-1_xfmr_54,0.000000,0.000000,-9.428615,-5.316233,0.000000,0.000000
R5-12-47-1_xfmr_55,0.000000,0.000000,-5.347105,-3.074625,0.000000,0.000000
R5-12-47-1_xfmr_56,1.578826,-0.878581,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_57,0.298722,-0.178687,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_58,0.000000,0.000000,-0.304314,-0.170541,0.000000,0.000000
R5-12-47-1_xfmr_59,0.000000,0.000000,0.000000,0.000000,0.062684,2.278682
R5-12-47-1_xfmr_60,0.298647,-0.178113,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_61,0.000000,0.000000,-0.303749,-0.170601,0.000000,0.000000
R5-12-47-1_xfmr_62,0.000000,0.000000,0.000000,0.000000,-0.295971,8.916586
R5-12-47-1_xfmr_63,0.000000,0.000000,-3.726242,-2.047156,0.000000,0.000000
R5-12-47-1_xfmr_64,0.000000,0.000000,-3.034447,-1.643853,0.000000,0.000000
R5-12-47-1_xfmr_65,6.232984,-3.657259,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_66,0.000000,0.000000,-6.338297,-3.451043,0.000000,0.000000
R5-12-47-1_xfmr_67,0.000000,0.000000,0.000000,0.000000,0.219161,6.324124
R5-12-47-1_xfmr_68,0.000000,0.000000,0.000000,0.000000,0.140767,4.163332
R5-12-47-1_xfmr_69,0.000000,0.000000,0.000000,0.000000,-0.104710,4.040574
R5-12-47-1_xfmr_70,0.255828,-0.037253,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_71,0.000000,0.000000,0.000000,0.000000,0.252599,3.959438
R5-12-47-1_xfmr_72,2.207171,-1.362963,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_73,6.658295,-4.160977,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_74,0.000000,0.000000,-0.065889,-0.069579,0.000000,0.000000
R5-12-47-1_xfmr_75,10.947970,-6.819956,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_76,0.000000,0.000000,0.000000,0.000000,0.286019,8.217704
R5-12-47-1_xfmr_77,0.000000,0.000000,0.000000,0.000000,0.385511,10.940935
R5-12-47-1_xfmr_78,0.260265,-0.039857,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_79,0.000000,0.000000,-0.310081,-0.169663,0.000000,0.000000
R5-12-47-1_xfmr_80,0.000000,0.000000,0.000000,0.000000,0.167051,2.942082
R5-12-47-1_xfmr_81,0.000000,0.000000,0.000000,0.000000,0.049985,3.299679
R5-12-47-1_xfmr_82,0.000000,0.000000,-7.754460,-4.162024,0.000000,0.000000
R5-12-47-1_xfmr_83,0.000000,0.000000,0.000000,0.000000,0.241192,6.688983
R5-12-47-1_xfmr_84,0.000000,0.000000,0.000000,0.000000,0.214288,5.934213
R5-12-47-1_xfmr_85,0.000000,0.000000,0.000000,0.000000,0.371974,9.951957
R5-12-47-1_xfmr_86,0.000000,0.000000,0.000000,0.000000,0.306791,7.245741
R5-12-47-1_xfmr_87,1.091733,-0.155496,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_88,0.000000,0.000000,-0.308439,-0.170019,0.000000,0.000000
R5-12-47-1_xfmr_89,0.000000,0.000000,0.000000,0.000000,0.681200,5.439552
R5-12-47-1_xfmr_90,0.000000,0.000000,-13.431274,-7.123444,0.000000,0.000000
R5-12-47-1_xfmr_91,0.000000,0.000000,-3.257833,-1.766149,0.000000,0.000000
R5-12-47-1_xfmr_92,0.298910,-0.180001,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_93,0.000000,0.000000,-2.389252,-1.309745,0.000000,0.000000
R5-12-47-1_xfmr_94,0.000000,0.000000,0.000000,0.000000,0.007310,0.351633
R5-12-47-1_xfmr_95,0.301091,-0.188233,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_96,0.000000,0.000000,-0.532521,-0.298577,0.000000,0.000000
R5-12-47-1_xfmr_97,0.000000,0.000000,0.000000,0.000000,0.004160,1.019923
R5-12-47-1_xfmr_98,0.298465,-0.176983,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_99,0.000000,0.000000,-0.302496,-0.170739,0.000000,0.000000
R5-12-47-1_xfmr_100,0.000000,0.000000,0.000000,0.000000,-0.335494,9.283610
R5-12-47-1_xfmr_101,0.000000,0.000000,0.000000,0.000000,0.410409,10.607101
R5-12-47-1_xfmr_102,0.000000,0.000000,-5.999218,-3.715185,0.000000,0.000000
R5-12-47-1_xfmr_103,0.000000,0.000000,-4.237212,-2.546391,0.000000,0.000000
R5-12-47-1_xfmr_104,0.000000,0.000000,0.000000,0.000000,0.392225,8.576070
R5-12-47-1_xfmr_105,0.000000,0.000000,0.000000,0.000000,0.623390,11.499479
R5-12-47-1_xfmr_106,0.000000,0.000000,0.000000,0.000000,0.146046,6.999421
R5-12-47-1_xfmr_107,5.087108,-3.040658,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_108,0.000000,0.000000,-0.310812,-0.169416,0.000000,0.000000
R5-12-47-1_xfmr_109,0.000000,0.000000,0.000000,0.000000,0.012162,0.357046
R5-12-47-1_xfmr_110,0.153202,-0.095127,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_111,0.000000,0.000000,-0.314371,-0.169380,0.000000,0.000000
R5-12-47-1_xfmr_112,0.000000,0.000000,0.000000,0.000000,0.038484,0.048665
R5-12-47-1_xfmr_113,1.736085,-1.001487,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_114,0.000000,0.000000,-1.731953,-1.016359,0.000000,0.000000
R5-12-47-1_xfmr_115,0.000000,0.000000,0.000000,0.000000,0.002620,2.030141
R5-12-47-1_xfmr_116,0.000000,0.000000,-5.241972,-3.218443,0.000000,0.000000
R5-12-47-1_xfmr_117,0.000000,0.000000,-6.140804,-3.388449,0.000000,0.000000
R5-12-47-1_xfmr_118,0.000000,0.000000,-3.544385,-2.028879,0.000000,0.000000
R5-12-47-1_xfmr_119,0.000000,0.000000,-5.636863,-3.108853,0.000000,0.000000
R5-12-47-1_xfmr_120,0.000000,0.000000,-4.467148,-2.460884,0.000000,0.000000
R5-12-47-1_xfmr_121,0.000000,0.000000,0.000000,0.000000,0.232659,10.174145
R5-12-47-1_xfmr_122,0.000000,0.000000,-4.270159,-2.351253,0.000000,0.000000
R5-12-47-1_xfmr_123,0.000000,0.000000,-3.577111,-1.969115,0.000000,0.000000
R5-12-47-1_xfmr_124,4.292532,-2.649273,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_125,9.226839,-5.673388,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_126,6.805293,-4.030642,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_127,5.032063,-3.084273,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_128,4.341047,-2.658089,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_129,0.000000,0.000000,0.000000,0.000000,0.007280,0.351644
R5-12-47-1_xfmr_130,2.818273,-1.733186,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_131,0.000000,0.000000,0.000000,0.000000,0.007308,0.351633
R5-12-47-1_xfmr_132,0.000000,0.000000,0.000000,0.000000,0.118938,3.544631
R5-12-47-1_xfmr_133,0.000000,0.000000,0.000000,0.000000,0.157160,4.883492
R5-12-47-1_xfmr_134,0.000000,0.000000,0.000000,0.000000,0.011932,2.467675
R5-12-47-1_xfmr_135,0.000000,0.000000,0.000000,0.000000,0.200969,6.645725
R5-12-47-1_xfmr_136,0.000000,0.000000,-4.881528,-2.653220,0.000000,0.000000
R5-12-47-1_xfmr_137,0.000000,0.000000,-14.655421,-7.846961,0.000000,0.000000
R5-12-47-1_xfmr_138,0.000000,0.000000,-4.541220,-2.481698,0.000000,0.000000
R5-12-47-1_xfmr_139,0.000000,0.000000,-3.457127,-1.882183,0.000000,0.000000
R5-12-47-1_xfmr_140,0.000000,0.000000,-0.307009,-0.170373,0.000000,0.000000
R5-12-47-1_xfmr_141,0.000000,0.000000,0.000000,0.000000,0.340018,9.502915
R5-12-47-1_xfmr_142,0.000000,0.000000,-0.306970,-0.170340,0.000000,0.000000
R5-12-47-1_xfmr_143,0.000000,0.000000,0.000000,0.000000,0.242418,7.394799
R5-12-47-1_xfmr_144,5.317096,-3.280190,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_xfmr_145,0.000000,0.000000,-0.374634,0.023887,0.000000,0.000000
R5-12-47-1_xfmr_146,0.000000,0.000000,0.000000,0.000000,0.047348,6.276831
