# output_voltage.csv run at 2000-01-01 00:00:00 EST on 922 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
R5-12-47-1_meter_15,109.365171,-5.002232,-60.689033,-98.919962,-53.827031,101.375575
R5-12-47-1_meter_16,262.961309,-13.989187,-140.549840,-222.925920,-122.481010,230.866918
R5-12-47-1_meter_17,117.372589,-3.032085,-60.547899,-100.307970,-54.976127,102.205928
R5-12-47-1_meter_18,116.951998,-3.376871,0.000000,0.000000,-54.563769,101.985333
R5-12-47-1_meter_19,0.000000,0.000000,0.000000,0.000000,-52.638061,100.042872
R5-12-47-1_meter_20,115.903695,-3.656136,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_meter_21,116.995395,-3.448334,-60.236975,-98.760095,-54.194769,101.779857
R5-12-47-1_meter_22,110.212946,-4.610149,-60.859789,-98.544288,-54.326357,101.806671
R5-12-47-1_meter_23,0.000000,0.000000,0.000000,0.000000,-50.135795,97.400588
R5-12-47-1_meter_24,0.000000,0.000000,0.000000,0.000000,-53.304123,100.475786
R5-12-47-1_meter_25,0.000000,0.000000,-58.899274,-93.940992,0.000000,0.000000
R5-12-47-1_meter_26,0.000000,0.000000,-58.415167,-92.357371,0.000000,0.000000
R5-12-47-1_meter_27,114.432952,-4.128758,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_meter_28,118.667036,-1.700229,0.000000,0.000000,-56.403676,102.068236
R5-12-47-1_meter_29,117.864175,-2.322822,-60.394343,-101.260873,0.000000,0.000000
R5-12-47-1_meter_30,117.556910,-3.025322,-60.547248,-100.307288,-54.214923,101.329452
R5-12-47-1_meter_31,0.000000,0.000000,0.000000,0.000000,-55.285811,101.751105
R5-12-47-1_meter_32,118.772967,-1.641153,-60.205009,-101.621537,-57.161976,102.984029
R5-12-47-1_meter_33,116.894814,-3.514003,0.000000,0.000000,-46.743935,95.618254
R5-12-47-1_meter_34,116.536214,-3.737085,-60.527270,-98.500373,-53.173119,100.716369
R5-12-47-1_meter_35,265.315841,-12.420649,-141.665886,-223.234590,-118.934951,233.440350
R5-12-47-1_meter_36,264.089606,-11.997936,-143.554174,-218.778105,-116.234735,227.413658
R5-12-47-1_meter_37,254.533182,-18.007439,-139.897535,-227.962438,-122.143956,230.183953
R5-12-47-1_meter_38,263.208626,-14.346398,-142.253720,-221.039570,-116.688016,232.303642
R5-12-47-1_meter_39,260.051145,-12.885443,-139.435646,-219.162969,-116.560866,228.765964
R5-12-47-1_meter_40,261.476495,-15.154149,-142.153813,-219.443870,-115.439997,231.184502
R5-12-47-1_meter_41,263.490357,-16.340281,-140.036963,-228.242498,-119.803852,226.056082
R5-12-47-1_meter_42,266.411484,-9.080221,-141.740891,-209.120950,-124.212562,233.930834
R5-12-47-1_meter_43,113.836511,-4.476160,-60.032430,-96.549238,-52.101834,99.588889
R5-12-47-1_meter_44,0.000000,0.000000,-60.262703,-101.382668,-55.256194,101.501780
R5-12-47-1_meter_45,117.947277,-2.311966,-60.374789,-101.255892,0.000000,0.000000
R5-12-47-1_meter_46,262.829320,-14.188813,-141.939637,-220.844933,-116.707641,231.883834
R5-12-47-1_meter_47,258.489447,-18.351009,-140.073533,-229.520146,-122.575444,231.197947
R5-12-47-1_meter_48,117.305642,-3.253625,-59.999804,-94.157350,-54.642453,102.052959
R5-12-47-1_meter_49,7969.959955,0.026014,-3984.954365,-6902.196220,-3985.004381,6902.156967
R5-12-47-1_load_1,258.595327,-18.954292,-144.048211,-215.116143,-110.690231,230.567896
R5-12-47-1_load_2,253.338608,-19.187788,-139.842328,-227.851048,-121.453751,228.973381
R5-12-47-1_load_3,0.000000,0.000000,0.000000,0.000000,-58.735654,103.390588
R5-12-47-1_load_4,114.114930,-4.741885,-60.398765,-96.660467,-52.014368,99.964694
R5-12-47-1_load_5,262.515391,-13.088765,-140.837454,-221.224264,-117.648498,231.025259
R5-12-47-1_load_6,263.750641,-11.076782,-139.858051,-223.174101,-119.202734,231.571114
R5-12-47-1_load_7,117.923883,-2.648628,-60.474567,-100.673366,-54.871037,101.757699
R5-12-47-1_load_8,260.884291,-15.210360,-141.880319,-218.744800,-114.954403,230.651066
R5-12-47-1_load_9,263.078940,-12.702827,-140.780483,-221.906527,-118.272429,231.326573
R5-12-47-1_load_10,112.947111,-4.381134,-60.724391,-99.043902,-53.903847,101.489089
R5-12-47-1_load_11,262.025588,-11.852581,-140.690716,-224.207551,-117.244319,232.772268
R5-12-47-1_load_12,262.393955,-12.945439,-140.648850,-221.174791,-117.691796,230.858105
R5-12-47-1_load_13,115.539769,-3.597501,-60.559087,-94.317697,-54.046537,101.599086
R5-12-47-1_load_14,0.000000,0.000000,0.000000,0.000000,-50.238651,96.963017
R5-12-47-1_load_15,109.365171,-5.002232,-60.689033,-98.919962,-53.827031,101.375575
R5-12-47-1_load_16,262.961309,-13.989187,-140.549840,-222.925920,-122.481010,230.866918
R5-12-47-1_load_17,117.372589,-3.032085,-60.547899,-100.307970,-54.976127,102.205928
R5-12-47-1_load_18,116.951998,-3.376871,0.000000,0.000000,-54.563769,101.985333
R5-12-47-1_load_19,0.000000,0.000000,0.000000,0.000000,-52.638061,100.042872
R5-12-47-1_load_20,115.903695,-3.656136,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_load_21,116.995395,-3.448334,-60.236975,-98.760095,-54.194769,101.779857
R5-12-47-1_load_22,110.212946,-4.610149,-60.859789,-98.544288,-54.326357,101.806671
R5-12-47-1_load_23,0.000000,0.000000,0.000000,0.000000,-50.135795,97.400588
R5-12-47-1_load_24,0.000000,0.000000,0.000000,0.000000,-53.304123,100.475786
R5-12-47-1_load_25,0.000000,0.000000,-58.899274,-93.940992,0.000000,0.000000
R5-12-47-1_load_26,0.000000,0.000000,-58.415167,-92.357371,0.000000,0.000000
R5-12-47-1_load_27,114.432952,-4.128758,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_load_28,118.667036,-1.700229,0.000000,0.000000,-56.403676,102.068236
R5-12-47-1_load_29,117.864175,-2.322822,-60.394343,-101.260873,0.000000,0.000000
R5-12-47-1_load_30,117.556910,-3.025322,-60.547248,-100.307288,-54.214923,101.329452
R5-12-47-1_load_31,0.000000,0.000000,0.000000,0.000000,-55.285811,101.751105
R5-12-47-1_load_32,118.772967,-1.641153,-60.205009,-101.621537,-57.161976,102.984029
R5-12-47-1_load_33,116.894814,-3.514003,0.000000,0.000000,-46.743935,95.618254
R5-12-47-1_load_34,116.536214,-3.737085,-60.527270,-98.500373,-53.173119,100.716369
R5-12-47-1_load_35,265.315841,-12.420649,-141.665886,-223.234590,-118.934951,233.440350
R5-12-47-1_load_36,264.089606,-11.997936,-143.554174,-218.778105,-116.234735,227.413658
R5-12-47-1_load_37,254.533182,-18.007439,-139.897535,-227.962438,-122.143956,230.183953
R5-12-47-1_load_38,263.208626,-14.346398,-142.253720,-221.039570,-116.688016,232.303642
R5-12-47-1_load_39,260.051145,-12.885443,-139.435646,-219.162969,-116.560866,228.765964
R5-12-47-1_load_40,261.476495,-15.154149,-142.153813,-219.443870,-115.439997,231.184502
R5-12-47-1_load_41,263.490357,-16.340281,-140.036963,-228.242498,-119.803852,226.056082
R5-12-47-1_load_42,266.411484,-9.080221,-141.740891,-209.120950,-124.212562,233.930834
R5-12-47-1_load_43,113.836511,-4.476160,-60.032430,-96.549238,-52.101834,99.588889
R5-12-47-1_load_44,0.000000,0.000000,-60.262703,-101.382668,-55.256194,101.501780
R5-12-47-1_load_45,117.947277,-2.311966,-60.374789,-101.255892,0.000000,0.000000
R5-12-47-1_load_46,262.829320,-14.188813,-141.939637,-220.844933,-116.707641,231.883834
R5-12-47-1_load_47,258.489447,-18.351009,-140.073533,-229.520146,-122.575444,231.197947
R5-12-47-1_load_48,117.305642,-3.253625,-59.999804,-94.157350,-54.642453,102.052959
R5-12-47-1_tn_1,-54.504583,101.193985,-54.504583,101.193985,0.000000,0.000000
R5-12-47-1_tn_2,-57.679347,102.078278,-57.679347,102.078278,0.000000,0.000000
R5-12-47-1_tn_3,-60.268366,-99.519266,-60.268366,-99.519266,0.000000,0.000000
R5-12-47-1_tn_4,-60.254945,-99.026901,-60.254945,-99.026901,0.000000,0.000000
R5-12-47-1_tn_5,-55.310936,101.194907,-55.310936,101.194907,0.000000,0.000000
R5-12-47-1_tn_6,-53.932313,101.170961,-53.932313,101.170961,0.000000,0.000000
R5-12-47-1_tn_7,117.732362,-0.899805,117.732362,-0.899805,0.000000,0.000000
R5-12-47-1_tn_8,-59.419223,-101.519420,-59.419223,-101.519420,0.000000,0.000000
R5-12-47-1_tn_9,-57.557577,102.486973,-57.557577,102.486973,0.000000,0.000000
R5-12-47-1_tn_10,-59.805999,-101.242225,-59.805999,-101.242225,0.000000,0.000000
R5-12-47-1_tn_11,117.880767,-0.719555,117.880767,-0.719555,0.000000,0.000000
R5-12-47-1_tn_12,-59.397066,-101.782260,-59.397066,-101.782260,0.000000,0.000000
R5-12-47-1_tn_13,-57.264919,102.466943,-57.264919,102.466943,0.000000,0.000000
R5-12-47-1_tn_14,-57.366870,102.126431,-57.366870,102.126431,0.000000,0.000000
R5-12-47-1_tn_15,-56.040379,101.781277,-56.040379,101.781277,0.000000,0.000000
R5-12-47-1_tn_16,118.087902,-0.467357,118.087902,-0.467357,0.000000,0.000000
R5-12-47-1_tn_17,-59.366890,-102.162882,-59.366890,-102.162882,0.000000,0.000000
R5-12-47-1_tn_18,-58.413159,102.748800,-58.413159,102.748800,0.000000,0.000000
R5-12-47-1_tn_19,115.560214,-3.329074,115.560214,-3.329074,0.000000,0.000000
R5-12-47-1_tn_20,-60.639716,-97.463937,-60.639716,-97.463937,0.000000,0.000000
R5-12-47-1_tn_21,-53.659017,100.566959,-53.659017,100.566959,0.000000,0.000000
R5-12-47-1_tn_22,-60.995444,-98.055691,-60.995444,-98.055691,0.000000,0.000000
R5-12-47-1_tn_23,115.716514,-3.191133,115.716514,-3.191133,0.000000,0.000000
R5-12-47-1_tn_24,-59.804442,-98.525971,-59.804442,-98.525971,0.000000,0.000000
R5-12-47-1_tn_25,-53.144557,100.820043,-53.144557,100.820043,0.000000,0.000000
R5-12-47-1_tn_26,116.080735,-2.823370,116.080735,-2.823370,0.000000,0.000000
R5-12-47-1_tn_27,-59.710563,-98.979554,-59.710563,-98.979554,0.000000,0.000000
R5-12-47-1_tn_28,-54.185487,100.928959,-54.185487,100.928959,0.000000,0.000000
R5-12-47-1_tn_29,-53.345391,100.781757,-53.345391,100.781757,0.000000,0.000000
R5-12-47-1_tn_30,115.412047,-3.971606,115.412047,-3.971606,0.000000,0.000000
R5-12-47-1_tn_31,-59.849772,-98.358330,-59.849772,-98.358330,0.000000,0.000000
R5-12-47-1_tn_32,-53.665730,100.565619,-53.665730,100.565619,0.000000,0.000000
R5-12-47-1_tn_33,115.477055,-3.406704,115.477055,-3.406704,0.000000,0.000000
R5-12-47-1_tn_34,-59.887090,-97.996689,-59.887090,-97.996689,0.000000,0.000000
R5-12-47-1_tn_35,-53.582253,100.524113,-53.582253,100.524113,0.000000,0.000000
R5-12-47-1_tn_36,115.830700,-3.525664,115.830700,-3.525664,0.000000,0.000000
R5-12-47-1_tn_37,113.811402,-4.159887,113.811402,-4.159887,0.000000,0.000000
R5-12-47-1_tn_38,-59.902432,-97.216065,-59.902432,-97.216065,0.000000,0.000000
R5-12-47-1_tn_39,-52.747418,99.819167,-52.747418,99.819167,0.000000,0.000000
R5-12-47-1_tn_40,-60.238936,-99.411450,-60.238936,-99.411450,0.000000,0.000000
R5-12-47-1_tn_41,-55.211585,101.344079,-55.211585,101.344079,0.000000,0.000000
R5-12-47-1_tn_42,116.851613,-2.356470,116.851613,-2.356470,0.000000,0.000000
R5-12-47-1_tn_43,116.167128,-3.571328,116.167128,-3.571328,0.000000,0.000000
R5-12-47-1_tn_44,-59.778967,-98.612392,-59.778967,-98.612392,0.000000,0.000000
R5-12-47-1_tn_45,-53.899026,100.669101,-53.899026,100.669101,0.000000,0.000000
R5-12-47-1_tn_46,115.486597,-4.587763,115.486597,-4.587763,0.000000,0.000000
R5-12-47-1_tn_47,-53.112123,100.299188,-53.112123,100.299188,0.000000,0.000000
R5-12-47-1_tn_48,-52.580973,100.881133,-52.580973,100.881133,0.000000,0.000000
R5-12-47-1_tn_49,115.222329,-4.495576,115.222329,-4.495576,0.000000,0.000000
R5-12-47-1_tn_50,114.758587,-4.236702,114.758587,-4.236702,0.000000,0.000000
R5-12-47-1_tn_51,-60.812593,-97.650924,-60.812593,-97.650924,0.000000,0.000000
R5-12-47-1_tn_52,-53.248792,100.259198,-53.248792,100.259198,0.000000,0.000000
R5-12-47-1_tn_53,-52.638900,100.301620,-52.638900,100.301620,0.000000,0.000000
R5-12-47-1_tn_54,-60.655434,-97.037084,-60.655434,-97.037084,0.000000,0.000000
R5-12-47-1_tn_55,-60.428395,-98.037755,-60.428395,-98.037755,0.000000,0.000000
R5-12-47-1_tn_56,115.408199,-3.835440,115.408199,-3.835440,0.000000,0.000000
R5-12-47-1_tn_57,117.255067,-1.461508,117.255067,-1.461508,0.000000,0.000000
R5-12-47-1_tn_58,-59.502287,-100.723305,-59.502287,-100.723305,0.000000,0.000000
R5-12-47-1_tn_59,-56.445093,101.673260,-56.445093,101.673260,0.000000,0.000000
R5-12-47-1_tn_60,117.389728,-1.298302,117.389728,-1.298302,0.000000,0.000000
R5-12-47-1_tn_61,-59.480955,-100.933536,-59.480955,-100.933536,0.000000,0.000000
R5-12-47-1_tn_62,-56.123166,102.233206,-56.123166,102.233206,0.000000,0.000000
R5-12-47-1_tn_63,-59.923823,-100.690677,-59.923823,-100.690677,0.000000,0.000000
R5-12-47-1_tn_64,-59.847447,-99.594031,-59.847447,-99.594031,0.000000,0.000000
R5-12-47-1_tn_65,116.514156,-2.760417,116.514156,-2.760417,0.000000,0.000000
R5-12-47-1_tn_66,-59.968380,-99.279625,-59.968380,-99.279625,0.000000,0.000000
R5-12-47-1_tn_67,-54.844284,101.479053,-54.844284,101.479053,0.000000,0.000000
R5-12-47-1_tn_68,-54.204771,100.788099,-54.204771,100.788099,0.000000,0.000000
R5-12-47-1_tn_69,-54.148096,100.911098,-54.148096,100.911098,0.000000,0.000000
R5-12-47-1_tn_70,117.485919,-2.287916,117.485919,-2.287916,0.000000,0.000000
R5-12-47-1_tn_71,-55.531076,101.308731,-55.531076,101.308731,0.000000,0.000000
R5-12-47-1_tn_72,116.256871,-2.420732,116.256871,-2.420732,0.000000,0.000000
R5-12-47-1_tn_73,116.166243,-3.021574,116.166243,-3.021574,0.000000,0.000000
R5-12-47-1_tn_74,-60.314141,-100.685796,-60.314141,-100.685796,0.000000,0.000000
R5-12-47-1_tn_75,116.251108,-3.615298,116.251108,-3.615298,0.000000,0.000000
R5-12-47-1_tn_76,-53.928656,100.971910,-53.928656,100.971910,0.000000,0.000000
R5-12-47-1_tn_77,-52.648844,100.755299,-52.648844,100.755299,0.000000,0.000000
R5-12-47-1_tn_78,116.371670,-3.598116,116.371670,-3.598116,0.000000,0.000000
R5-12-47-1_tn_79,-59.778314,-98.611698,-59.778314,-98.611698,0.000000,0.000000
R5-12-47-1_tn_80,-53.734651,100.955185,-53.734651,100.955185,0.000000,0.000000
R5-12-47-1_tn_81,-54.520392,101.127830,-54.520392,101.127830,0.000000,0.000000
R5-12-47-1_tn_82,-60.333330,-98.589785,-60.333330,-98.589785,0.000000,0.000000
R5-12-47-1_tn_83,-54.458626,101.347884,-54.458626,101.347884,0.000000,0.000000
R5-12-47-1_tn_84,-54.697945,101.426218,-54.697945,101.426218,0.000000,0.000000
R5-12-47-1_tn_85,-53.889005,101.184953,-53.889005,101.184953,0.000000,0.000000
R5-12-47-1_tn_86,-53.111477,100.730064,-53.111477,100.730064,0.000000,0.000000
R5-12-47-1_tn_87,116.657131,-3.335226,116.657131,-3.335226,0.000000,0.000000
R5-12-47-1_tn_88,-59.670627,-99.206405,-59.670627,-99.206405,0.000000,0.000000
R5-12-47-1_tn_89,-53.974228,100.817400,-53.974228,100.817400,0.000000,0.000000
R5-12-47-1_tn_90,-60.627402,-98.197114,-60.627402,-98.197114,0.000000,0.000000
R5-12-47-1_tn_91,-59.911052,-98.726240,-59.911052,-98.726240,0.000000,0.000000
R5-12-47-1_tn_92,116.942028,-1.830043,116.942028,-1.830043,0.000000,0.000000
R5-12-47-1_tn_93,-59.556793,-99.662014,-59.556793,-99.662014,0.000000,0.000000
R5-12-47-1_tn_94,-56.079273,101.479477,-56.079273,101.479477,0.000000,0.000000
R5-12-47-1_tn_95,114.673667,-3.896742,114.673667,-3.896742,0.000000,0.000000
R5-12-47-1_tn_96,-60.089655,-97.886885,-60.089655,-97.886885,0.000000,0.000000
R5-12-47-1_tn_97,-52.690581,99.654904,-52.690581,99.654904,0.000000,0.000000
R5-12-47-1_tn_98,117.664675,-0.979917,117.664675,-0.979917,0.000000,0.000000
R5-12-47-1_tn_99,-59.430567,-101.401955,-59.430567,-101.401955,0.000000,0.000000
R5-12-47-1_tn_100,-56.651535,102.381076,-56.651535,102.381076,0.000000,0.000000
R5-12-47-1_tn_101,-52.916625,100.878663,-52.916625,100.878663,0.000000,0.000000
R5-12-47-1_tn_102,-60.368187,-98.198489,-60.368187,-98.198489,0.000000,0.000000
R5-12-47-1_tn_103,-60.355677,-97.951992,-60.355677,-97.951992,0.000000,0.000000
R5-12-47-1_tn_104,-52.886950,100.898384,-52.886950,100.898384,0.000000,0.000000
R5-12-47-1_tn_105,-52.867673,101.123718,-52.867673,101.123718,0.000000,0.000000
R5-12-47-1_tn_106,-53.194778,100.862300,-53.194778,100.862300,0.000000,0.000000
R5-12-47-1_tn_107,115.829627,-3.784402,115.829627,-3.784402,0.000000,0.000000
R5-12-47-1_tn_108,-59.852992,-98.348593,-59.852992,-98.348593,0.000000,0.000000
R5-12-47-1_tn_109,-53.658410,100.562145,-53.658410,100.562145,0.000000,0.000000
R5-12-47-1_tn_110,115.017663,-4.002246,115.017663,-4.002246,0.000000,0.000000
R5-12-47-1_tn_111,-59.834703,-97.078010,-59.834703,-97.078010,0.000000,0.000000
R5-12-47-1_tn_112,-53.676917,100.837996,-53.676917,100.837996,0.000000,0.000000
R5-12-47-1_tn_113,114.456142,-4.279784,114.456142,-4.279784,0.000000,0.000000
R5-12-47-1_tn_114,-60.168642,-97.186797,-60.168642,-97.186797,0.000000,0.000000
R5-12-47-1_tn_115,-52.588987,100.038410,-52.588987,100.038410,0.000000,0.000000
R5-12-47-1_tn_116,-60.477129,-98.041520,-60.477129,-98.041520,0.000000,0.000000
R5-12-47-1_tn_117,-59.920441,-100.645803,-59.920441,-100.645803,0.000000,0.000000
R5-12-47-1_tn_118,-59.711283,-100.248308,-59.711283,-100.248308,0.000000,0.000000
R5-12-47-1_tn_119,-59.931838,-100.765766,-59.931838,-100.765766,0.000000,0.000000
R5-12-47-1_tn_120,-59.881159,-100.342668,-59.881159,-100.342668,0.000000,0.000000
R5-12-47-1_tn_121,-55.623799,101.880881,-55.623799,101.880881,0.000000,0.000000
R5-12-47-1_tn_122,-59.924692,-100.267056,-59.924692,-100.267056,0.000000,0.000000
R5-12-47-1_tn_123,-59.707541,-100.005706,-59.707541,-100.005706,0.000000,0.000000
R5-12-47-1_tn_124,116.349131,-2.790455,116.349131,-2.790455,0.000000,0.000000
R5-12-47-1_tn_125,116.267738,-2.965168,116.267738,-2.965168,0.000000,0.000000
R5-12-47-1_tn_126,116.589009,-2.501291,116.589009,-2.501291,0.000000,0.000000
R5-12-47-1_tn_127,117.113507,-2.259761,117.113507,-2.259761,0.000000,0.000000
R5-12-47-1_tn_128,116.642492,-2.465872,116.642492,-2.465872,0.000000,0.000000
R5-12-47-1_tn_129,-56.085631,101.471535,-56.085631,101.471535,0.000000,0.000000
R5-12-47-1_tn_130,116.884186,-2.197963,116.884186,-2.197963,0.000000,0.000000
R5-12-47-1_tn_131,-56.079573,101.479108,-56.079573,101.479108,0.000000,0.000000
R5-12-47-1_tn_132,-55.352504,101.411242,-55.352504,101.411242,0.000000,0.000000
R5-12-47-1_tn_133,-55.199448,101.513579,-55.199448,101.513579,0.000000,0.000000
R5-12-47-1_tn_134,-55.407317,101.284930,-55.407317,101.284930,0.000000,0.000000
R5-12-47-1_tn_135,-55.444906,101.708687,-55.444906,101.708687,0.000000,0.000000
R5-12-47-1_tn_136,-60.046869,-99.929314,-60.046869,-99.929314,0.000000,0.000000
R5-12-47-1_tn_137,-60.541970,-98.593791,-60.541970,-98.593791,0.000000,0.000000
R5-12-47-1_tn_138,-59.990694,-99.343861,-59.990694,-99.343861,0.000000,0.000000
R5-12-47-1_tn_139,-59.806269,-99.382985,-59.806269,-99.382985,0.000000,0.000000
R5-12-47-1_tn_140,-59.558991,-99.726997,-59.558991,-99.726997,0.000000,0.000000
R5-12-47-1_tn_141,-54.379440,101.446676,-54.379440,101.446676,0.000000,0.000000
R5-12-47-1_tn_142,-59.569622,-99.741829,-59.569622,-99.741829,0.000000,0.000000
R5-12-47-1_tn_143,-54.786972,101.386110,-54.786972,101.386110,0.000000,0.000000
R5-12-47-1_tn_144,116.841729,-2.595053,116.841729,-2.595053,0.000000,0.000000
R5-12-47-1_tn_145,-58.742894,-100.336570,-58.742894,-100.336570,0.000000,0.000000
R5-12-47-1_tn_146,-55.017864,101.625445,-55.017864,101.625445,0.000000,0.000000
R5-12-47-1_tn_147,-60.032917,-99.415193,-60.032917,-99.415193,0.000000,0.000000
R5-12-47-1_tn_148,-55.369169,101.240311,-55.369169,101.240311,0.000000,0.000000
R5-12-47-1_tn_149,-54.448664,101.152706,-54.448664,101.152706,0.000000,0.000000
R5-12-47-1_tn_150,-54.249299,101.382913,-54.249299,101.382913,0.000000,0.000000
R5-12-47-1_tn_151,-54.822805,101.016170,-54.822805,101.016170,0.000000,0.000000
R5-12-47-1_tn_152,-54.754444,101.415848,-54.754444,101.415848,0.000000,0.000000
R5-12-47-1_tn_153,116.103757,-3.056902,116.103757,-3.056902,0.000000,0.000000
R5-12-47-1_tn_154,116.623503,-2.706502,116.623503,-2.706502,0.000000,0.000000
R5-12-47-1_tn_155,116.015048,-3.798132,116.015048,-3.798132,0.000000,0.000000
R5-12-47-1_tn_156,-60.278292,-100.861993,-60.278292,-100.861993,0.000000,0.000000
R5-12-47-1_tn_157,116.249160,-2.879643,116.249160,-2.879643,0.000000,0.000000
R5-12-47-1_tn_158,116.381667,-2.996457,116.381667,-2.996457,0.000000,0.000000
R5-12-47-1_tn_159,116.473073,-2.968351,116.473073,-2.968351,0.000000,0.000000
R5-12-47-1_tn_160,116.050621,-3.779369,116.050621,-3.779369,0.000000,0.000000
R5-12-47-1_tn_161,-53.522063,101.088603,-53.522063,101.088603,0.000000,0.000000
R5-12-47-1_tn_162,-53.888907,101.292676,-53.888907,101.292676,0.000000,0.000000
R5-12-47-1_tn_163,-53.831050,101.283741,-53.831050,101.283741,0.000000,0.000000
R5-12-47-1_tn_164,-53.366050,100.923747,-53.366050,100.923747,0.000000,0.000000
R5-12-47-1_tn_165,-60.044591,-99.755644,-60.044591,-99.755644,0.000000,0.000000
R5-12-47-1_tn_166,116.896292,-2.576187,116.896292,-2.576187,0.000000,0.000000
R5-12-47-1_tn_167,116.248766,-2.633091,116.248766,-2.633091,0.000000,0.000000
R5-12-47-1_tn_168,116.191850,-2.647678,116.191850,-2.647678,0.000000,0.000000
R5-12-47-1_tn_169,-60.085809,-99.822023,-60.085809,-99.822023,0.000000,0.000000
R5-12-47-1_tn_170,-59.617936,-99.269228,-59.617936,-99.269228,0.000000,0.000000
R5-12-47-1_tn_171,-60.061995,-99.715704,-60.061995,-99.715704,0.000000,0.000000
R5-12-47-1_tn_172,-59.994719,-99.367423,-59.994719,-99.367423,0.000000,0.000000
R5-12-47-1_tn_173,-60.001029,-99.493428,-60.001029,-99.493428,0.000000,0.000000
R5-12-47-1_tn_174,-54.818086,101.467810,-54.818086,101.467810,0.000000,0.000000
R5-12-47-1_tn_175,-54.822930,101.466039,-54.822930,101.466039,0.000000,0.000000
R5-12-47-1_tn_176,-54.822957,101.549218,-54.822957,101.549218,0.000000,0.000000
R5-12-47-1_tn_177,-54.711406,101.443711,-54.711406,101.443711,0.000000,0.000000
R5-12-47-1_tn_178,-59.868890,-98.580606,-59.868890,-98.580606,0.000000,0.000000
R5-12-47-1_tn_179,-54.074971,101.539700,-54.074971,101.539700,0.000000,0.000000
R5-12-47-1_tn_180,-60.575494,-98.604773,-60.575494,-98.604773,0.000000,0.000000
R5-12-47-1_tn_181,-54.393284,101.354801,-54.393284,101.354801,0.000000,0.000000
R5-12-47-1_tn_182,-60.141456,-99.164683,-60.141456,-99.164683,0.000000,0.000000
R5-12-47-1_tn_183,115.453754,-3.419837,115.453754,-3.419837,0.000000,0.000000
R5-12-47-1_tn_184,-60.306364,-98.014161,-60.306364,-98.014161,0.000000,0.000000
R5-12-47-1_tn_185,-53.565823,100.510946,-53.565823,100.510946,0.000000,0.000000
R5-12-47-1_tn_186,-54.300032,100.514525,-54.300032,100.514525,0.000000,0.000000
R5-12-47-1_tn_187,-57.644817,101.970854,-57.644817,101.970854,0.000000,0.000000
R5-12-47-1_tn_188,-59.742602,-98.949655,-59.742602,-98.949655,0.000000,0.000000
R5-12-47-1_tn_189,-59.652958,-98.370389,-59.652958,-98.370389,0.000000,0.000000
R5-12-47-1_tn_190,-55.300414,101.164421,-55.300414,101.164421,0.000000,0.000000
R5-12-47-1_tn_191,-53.648731,100.231234,-53.648731,100.231234,0.000000,0.000000
R5-12-47-1_tn_192,117.701259,-0.894289,117.701259,-0.894289,0.000000,0.000000
R5-12-47-1_tn_193,-59.398917,-101.495185,-59.398917,-101.495185,0.000000,0.000000
R5-12-47-1_tn_194,-57.388756,101.974541,-57.388756,101.974541,0.000000,0.000000
R5-12-47-1_tn_195,-59.305698,-100.688996,-59.305698,-100.688996,0.000000,0.000000
R5-12-47-1_tn_196,117.849693,-0.714094,117.849693,-0.714094,0.000000,0.000000
R5-12-47-1_tn_197,-59.376829,-101.758043,-59.376829,-101.758043,0.000000,0.000000
R5-12-47-1_tn_198,-57.000508,101.659153,-57.000508,101.659153,0.000000,0.000000
R5-12-47-1_tn_199,-57.268691,101.820394,-57.268691,101.820394,0.000000,0.000000
R5-12-47-1_tn_200,-55.819078,101.071777,-55.819078,101.071777,0.000000,0.000000
R5-12-47-1_tn_201,118.056871,-0.461972,118.056871,-0.461972,0.000000,0.000000
R5-12-47-1_tn_202,-59.346750,-102.138693,-59.346750,-102.138693,0.000000,0.000000
R5-12-47-1_tn_203,-58.236319,102.234300,-58.236319,102.234300,0.000000,0.000000
R5-12-47-1_tn_204,115.528663,-3.322788,115.528663,-3.322788,0.000000,0.000000
R5-12-47-1_tn_205,-60.003468,-96.731420,-60.003468,-96.731420,0.000000,0.000000
R5-12-47-1_tn_206,-53.648683,100.536010,-53.648683,100.536010,0.000000,0.000000
R5-12-47-1_tn_207,-60.903810,-97.759970,-60.903810,-97.759970,0.000000,0.000000
R5-12-47-1_tn_208,115.684997,-3.184894,115.684997,-3.184894,0.000000,0.000000
R5-12-47-1_tn_209,-59.783324,-98.501571,-59.783324,-98.501571,0.000000,0.000000
R5-12-47-1_tn_210,-52.907539,100.116179,-52.907539,100.116179,0.000000,0.000000
R5-12-47-1_tn_211,116.049294,-2.817252,116.049294,-2.817252,0.000000,0.000000
R5-12-47-1_tn_212,-59.689574,-98.955168,-59.689574,-98.955168,0.000000,0.000000
R5-12-47-1_tn_213,-54.128931,100.737262,-54.128931,100.737262,0.000000,0.000000
R5-12-47-1_tn_214,-53.125064,100.032627,-53.125064,100.032627,0.000000,0.000000
R5-12-47-1_tn_215,114.705972,-3.824858,114.705972,-3.824858,0.000000,0.000000
